Units,scenario,region,gcam-consumer,nodeinput,input,year,value
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,182.312
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,189.182
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,194.239
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,197.574
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,199.323
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,199.802
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,199.254
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,197.863
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,195.775
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,193.115
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,189.989
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,1975,81.6677
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,1990,129.69
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2005,157.495
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2010,169.667
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2015,184.353
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2020,188.829
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2025,191.797
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2030,193.866
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2035,195.378
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2040,196.014
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2045,195.645
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2050,194.128
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2055,191.753
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2060,188.546
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2065,184.64
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2070,180.19
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2075,175.338
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2080,170.224
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2085,164.968
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2090,159.649
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2095,154.326
Pcal/yr,Reference,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2100,149.046
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,36.0585
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,50.2037
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,54.5681
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,56.0512
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,57.8491
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,61.4483
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,61.3913
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,61.4899
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,61.1504
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,60.547
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,59.8709
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,59.1002
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,58.3069
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,57.4802
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,56.486
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,55.3424
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,54.0988
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,52.809
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,51.4231
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,49.9999
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,48.5553
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,47.0886
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,1975,64.3054
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,1990,64.5408
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2005,59.0876
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2010,55.4833
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2015,55.1117
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2020,54.3708
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2025,53.4154
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2030,52.2213
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2035,50.9281
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2040,49.5773
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2045,48.1724
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2050,46.7534
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2055,45.3443
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2060,43.9296
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2065,42.4309
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2070,40.8725
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2075,39.3145
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2080,37.7928
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2085,36.2393
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2090,34.7061
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2095,33.2106
Pcal/yr,Reference,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2100,31.7539
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,20.6051
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,33.3824
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,51.0759
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,62.7577
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,71.5147
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,76.5563
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,82.4142
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,88.6807
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,94.4954
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,99.8044
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,104.645
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,109.032
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,112.84
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,115.967
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,118.721
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,121.142
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,123.237
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,124.945
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,126.245
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,127.176
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,127.871
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,128.362
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,1975,34.1187
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,1990,51.2315
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2005,62.853
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2010,60.9341
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2015,63.0755
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2020,66.1244
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2025,68.7187
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2030,70.8671
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2035,72.6286
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2040,74.012200000000007
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2045,75.0004
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2050,75.5989
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2055,75.8228
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2060,75.6704
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2065,75.3711
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2070,75.0036
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2075,74.549
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2080,73.9721
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2085,73.2632
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2090,72.4413
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2095,71.5881
Pcal/yr,Reference,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2100,70.7243
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,20.7675
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,44.5715
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,70.4189
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,97.0648
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,117.532
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,129.523
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,142.85
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,160.385
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,177.419
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,194.074
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,209.732
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,224.164
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,237.554
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,250.109
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,261.727
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,272.129
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,281.175
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,288.974
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,295.604
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,301.228
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,305.937
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,309.623
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,1975,43.4033
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,1990,90.0751
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2005,125.247
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2010,121.098
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2015,129.48
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2020,141.782
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2025,153.24
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2030,163.49
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2035,173.35
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2040,182.734
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2045,191.295
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2050,198.81
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2055,205.133
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2060,210.203
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2065,214.082
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2070,216.869
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2075,218.576
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2080,219.316
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2085,219.254
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2090,218.558
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2095,217.392
Pcal/yr,Reference,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2100,215.74
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,15.0808
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,28.725
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,47.629
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,59.7927
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,71.6163
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,83.896
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,93.205
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,107.447
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,123.084
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,140.139
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,158.144
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,176.474
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,194.318
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,211.568
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,228.151
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,243.84
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,258.299
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,271.141
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,282.431
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,292.002
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,300.088
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,306.699
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,1975,39.6164
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,1990,58.6553
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2005,80.2701
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2010,85.8052
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2015,90.7
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2020,97.2224
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2025,104.044
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2030,108.486
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2035,112.092
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2040,115.122
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2045,117.729
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2050,119.88
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2055,121.331
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2060,122.129
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2065,122.47
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2070,122.457
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2075,122.272
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2080,121.849
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2085,121.26
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2090,120.352
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2095,119.242
Pcal/yr,Reference,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2100,117.945
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,63.4843
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,73.216
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,66.7658
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,83.4337
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,89.6803
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,91.6004
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,93.8788
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,97.4333
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,100.191
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,102.424
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,103.999
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,105.099
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,106.064
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,107.276
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,108.257
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,108.958
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,109.267
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,109.202
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,108.865
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,108.349
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,107.656
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,106.678
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,1975,85.1448
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,1990,89.7159
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2005,81.939
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2010,79.6702
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2015,79.2439
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2020,78.5405
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2025,77.5843
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2030,76.3765
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2035,75.371
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2040,74.7146
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2045,74.2202
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2050,73.7954
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2055,73.3226
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2060,72.8103
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2065,72.1681
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2070,71.4605
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2075,70.6714
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2080,69.7644
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2085,68.7419
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2090,67.6388
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2095,66.463
Pcal/yr,Reference,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2100,65.1786
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,6.85114
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,9.73927
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,14.8874
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,20.3183
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,24.2502
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,25.1934
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,27.0303
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,29.7414
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,32.2028
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,34.4749
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,36.5205
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,38.3506
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,40.0043
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,41.5232
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,42.8168
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,43.8492
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,44.6267
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,45.1404
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,45.4491
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,45.5628
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,45.481
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,45.2001
Pcal/yr,Reference,South Africa,FoodDemand,FoodDemand,FoodDemand_Staples,1975,17.4789
